Sequence	Order	Species	BOLD	GenBank
453	Diptera	Anastrepha fraterculus	GBMNB13465-20	MH070162
454	Diptera	Anastrepha fraterculus	GBMNB13466-20	MH070163
455	Diptera	Anastrepha fraterculus	GBMNB13467-20	MH070164
456	Diptera	Anastrepha fraterculus	GBMNB13468-20	MH070165
457	Diptera	Anastrepha fraterculus	GBMNB13469-20	MH070166
458	Diptera	Anastrepha fraterculus	GBMNB13470-20	MH070167
459	Diptera	Anastrepha fraterculus	GBMNB13471-20	MH070168
460	Diptera	Anastrepha fraterculus	GBMNB13472-20	MH070169
461	Diptera	Anastrepha fraterculus	GBMNB13473-20	MH070170
462	Diptera	Anastrepha fraterculus	GBMNB13474-20	MH070171
463	Diptera	Anastrepha fraterculus	GBMNB13475-20	MH070172
464	Diptera	Anastrepha fraterculus	GBMNB13476-20	MH070173
465	Diptera	Anastrepha fraterculus	GBMNB13477-20	MH070174
466	Diptera	Anastrepha fraterculus	GBMNB13478-20	MH070175
467	Diptera	Anastrepha fraterculus	GBMNB13479-20	MH070176
468	Diptera	Anastrepha fraterculus	GBMNB13480-20	MH070177
469	Diptera	Anastrepha fraterculus	GBMNB13481-20	MH070178
470	Diptera	Anastrepha fraterculus	GBMNB13482-20	MH070179
471	Diptera	Anastrepha fraterculus	GBMNB13483-20	MH070180
472	Diptera	Anastrepha fraterculus	GBMNB13484-20	MH070181
473	Diptera	Anastrepha fraterculus	GBMNB13485-20	MH070182
474	Diptera	Anastrepha fraterculus	GBMNB13486-20	MH070183
475	Diptera	Anastrepha fraterculus	GBMNB13487-20	MH070184
476	Diptera	Anastrepha fraterculus	GBMNB13488-20	MH070185
477	Diptera	Anastrepha fraterculus	GBMNB13489-20	MH070186
478	Diptera	Anastrepha fraterculus	GBMNB13490-20	MH070187
479	Diptera	Anastrepha fraterculus	GBMNB13491-20	MH070188
480	Diptera	Anastrepha fraterculus	GBMNB13492-20	MH070189
481	Diptera	Anastrepha fraterculus	GBMNB13493-20	MH070190
482	Diptera	Anastrepha fraterculus	GBMNB13494-20	MH070191
483	Diptera	Anastrepha fraterculus	GBMNB13495-20	MH070192
484	Diptera	Anastrepha fraterculus	GBMNB13496-20	MH070193
485	Diptera	Anastrepha fraterculus	GBMNB13497-20	MH070194
486	Diptera	Anastrepha fraterculus	GBMNB13498-20	MH070195
487	Diptera	Anastrepha fraterculus	GBMNB13499-20	MH070196
488	Diptera	Anastrepha fraterculus	GBMNB13500-20	MH070197
489	Diptera	Anastrepha fraterculus	GBMNB13501-20	MH070198
490	Diptera	Anastrepha fraterculus	GBMNB13502-20	MH070199
491	Diptera	Anastrepha fraterculus	GBMNB13503-20	MH070200
492	Diptera	Anastrepha fraterculus	GBMNB13504-20	MH070201
493	Diptera	Anastrepha fraterculus	GBMNB13505-20	MH070202
494	Diptera	Anastrepha fraterculus	GBMNB13506-20	MH070203
495	Diptera	Anastrepha fraterculus	GBMNB13507-20	MH070204
496	Diptera	Anastrepha fraterculus	GBMNB13508-20	MH070205
497	Diptera	Anastrepha fraterculus	GBMNB13509-20	MH070206
498	Diptera	Anastrepha fraterculus	GBMNB13510-20	MH070207
499	Diptera	Anastrepha fraterculus	GBMNB13511-20	MH070208
500	Diptera	Anastrepha fraterculus	GBMNB13512-20	MH070209
501	Diptera	Anastrepha fraterculus	GBMNB13513-20	MH070210
502	Diptera	Anastrepha fraterculus	GBMNB13514-20	MH070211
503	Diptera	Anastrepha fraterculus	GBMNB13515-20	MH070212
504	Diptera	Anastrepha fraterculus	GBMNB13516-20	MH070213
505	Diptera	Anastrepha fraterculus	GBMNB13517-20	MH070214
506	Diptera	Anastrepha fraterculus	GBMNB13518-20	MH070215
507	Diptera	Anastrepha fraterculus	GBMNB13519-20	MH070216
508	Diptera	Anastrepha fraterculus	GBMNB13520-20	MH070217
509	Diptera	Anastrepha fraterculus	GBMNB13521-20	MH070218
510	Diptera	Anastrepha fraterculus	GBMNB13522-20	MH070219
511	Diptera	Anastrepha fraterculus	GBMNB13523-20	MH070220
512	Diptera	Anastrepha fraterculus	GBMNB13524-20	MH070221
513	Diptera	Anastrepha fraterculus	GBMNB13525-20	MH070222
514	Diptera	Anastrepha fraterculus	GBMNE30994-21	MT643920
515	Diptera	Anastrepha fraterculus	GBMNE30995-21	MT643921
516	Diptera	Anastrepha fraterculus	GBMNE30996-21	MT643922
517	Diptera	Anastrepha fraterculus	GBMNE30997-21	MT643925
518	Diptera	Anastrepha fraterculus	GBMNE30998-21	MT643923
519	Diptera	Anastrepha fraterculus	GBMNE30999-21	MT643924
520	Diptera	Anastrepha fraterculus	SENTO408-17	MN454482
521	Diptera	Anastrepha fraterculus	SENTO476-17	MN454430
522	Diptera	Anastrepha fraterculus	SENTO477-17	MN454475
523	Diptera	Anastrepha fraterculus	SENTO479-17	MN454417
524	Diptera	Anastrepha fraterculus	SENTO484-17	MN454446
525	Diptera	Anastrepha fraterculus	SENTO485-17	MN454442
526	Diptera	Anastrepha fraterculus	SENTO486-17	MN454436
527	Diptera	Anastrepha fraterculus	SENTO487-17	MN454443
528	Diptera	Anastrepha fraterculus	SENTO491-17	MN454420
529	Diptera	Anastrepha fraterculus	SENTO493-17	MN454476
530	Diptera	Anastrepha fraterculus	SENTO495-17	MN454433
531	Diptera	Anastrepha fraterculus	SENTO497-17	MN454438
532	Diptera	Anastrepha fraterculus	SENTO499-17	MN454477
533	Diptera	Anastrepha fraterculus	SENTO500-17	MN454478
534	Diptera	Anastrepha fraterculus	SENTO504-17	MN454467
535	Diptera	Anastrepha fraterculus	SENTO505-17	MN454414
536	Diptera	Anastrepha fraterculus	SENTO507-17	MN454458
537	Diptera	Anastrepha fraterculus	SENTO508-17	MN454439
538	Diptera	Anastrepha fraterculus	SENTO509-17	MN454429
539	Diptera	Anastrepha fraterculus	SENTO510-17	MN454454
540	Diptera	Anastrepha fraterculus	SENTO512-17	MN454425
541	Diptera	Anastrepha obliqua	ANAST047-08	MF838817
542	Diptera	Anastrepha obliqua	GBDP36233-19	AY945065
543	Diptera	Anastrepha obliqua	GBDP36234-19	AY945058
544	Diptera	Anastrepha obliqua	GBDP36235-19	AY945060
545	Diptera	Anastrepha obliqua	GBDP36236-19	AY945068
546	Diptera	Anastrepha obliqua	GBDP17064-15	HM592628
547	Diptera	Anastrepha obliqua	GBDP17065-15	HM592629
548	Diptera	Anastrepha obliqua	GBDP17066-15	HM592630
549	Diptera	Anastrepha obliqua	GBDP17067-15	HM592631
550	Diptera	Anastrepha obliqua	GBDP17068-15	HM592632
551	Diptera	Anastrepha obliqua	GBDP17069-15	HM592633
552	Diptera	Anastrepha obliqua	GBDP17070-15	HM592634
553	Diptera	Anastrepha obliqua	GBDP17071-15	HM592635
554	Diptera	Anastrepha obliqua	GBDP17072-15	HM592636
555	Diptera	Anastrepha obliqua	GBDP2063-06	DQ116208
556	Diptera	Anastrepha obliqua	GBDP2064-06	DQ116209
557	Diptera	Anastrepha obliqua	GBDP2065-06	DQ116210
558	Diptera	Anastrepha obliqua	GBDP2066-06	DQ116211
559	Diptera	Anastrepha obliqua	GBDP2067-06	DQ116212
560	Diptera	Anastrepha obliqua	GBDP2068-06	DQ116213
561	Diptera	Anastrepha obliqua	GBDP2069-06	DQ116214
562	Diptera	Anastrepha obliqua	GBDP36210-19	AY945063
563	Diptera	Anastrepha obliqua	GBDP36211-19	AY945054
564	Diptera	Anastrepha obliqua	GBDP36212-19	AY945055
565	Diptera	Anastrepha obliqua	GBDP36213-19	AY945061
566	Diptera	Anastrepha obliqua	GBDP36214-19	AY945059
567	Diptera	Anastrepha obliqua	GBDP36215-19	AY945070
568	Diptera	Anastrepha obliqua	GBDP36216-19	AY945053
569	Diptera	Anastrepha obliqua	GBDP36217-19	AY945062
570	Diptera	Anastrepha obliqua	GBDP36218-19	AY945066
571	Diptera	Anastrepha obliqua	GBDP36219-19	AY945067
572	Diptera	Anastrepha obliqua	GBDP36220-19	AY945064
573	Diptera	Anastrepha obliqua	GBDP36221-19	AY945069
574	Diptera	Anastrepha obliqua	GBDP36222-19	AY945056
575	Diptera	Anastrepha obliqua	GBDP36223-19	AY945071
576	Diptera	Anastrepha obliqua	GBDP36224-19	AY945057
577	Diptera	Anastrepha obliqua	GBDP37617-19	KX869969
578	Diptera	Anastrepha obliqua	GBDP37930-19	KT594107
579	Diptera	Anastrepha obliqua	GBDP38015-19	KT594111
580	Diptera	Anastrepha obliqua	GBDP38016-19	KT594115
581	Diptera	Anastrepha obliqua	GBDP38017-19	KT594121
582	Diptera	Anastrepha obliqua	GBDP38018-19	KT594123
583	Diptera	Anastrepha obliqua	GBDP38019-19	KT594127
584	Diptera	Anastrepha obliqua	GBDP38020-19	KT594128
585	Diptera	Anastrepha obliqua	GBDP38021-19	KT594141
586	Diptera	Anastrepha obliqua	GBDP38022-19	KT594143
587	Diptera	Anastrepha obliqua	GBDP38023-19	KT594145
588	Diptera	Anastrepha obliqua	GBDPT113-13	HM545119
589	Diptera	Anastrepha obliqua	GBDPT114-13	HM545118
590	Diptera	Anastrepha obliqua	GBDPT115-13	HM545117
591	Diptera	Anastrepha obliqua	GBDPT116-13	HM545116
592	Diptera	Anastrepha obliqua	GBDPT117-13	HM545115
593	Diptera	Anastrepha obliqua	GBDPT118-13	HM545114
594	Diptera	Anastrepha obliqua	GBDPT119-13	HM545113
595	Diptera	Anastrepha obliqua	GBDPT120-13	HM545112
596	Diptera	Anastrepha obliqua	GBDPT121-13	HM545111
597	Diptera	Anastrepha obliqua	GBDPT122-13	HM545110
598	Diptera	Anastrepha obliqua	GBDPT123-13	HM545109
599	Diptera	Anastrepha obliqua	GBDPT124-13	HM545108
600	Diptera	Anastrepha obliqua	GBDPT125-13	HM545107
601	Diptera	Anastrepha obliqua	GBDPT126-13	HM545106
602	Diptera	Anastrepha obliqua	GBDPT127-13	HM545105
603	Diptera	Anastrepha obliqua	GBDPT128-13	HM545104
604	Diptera	Anastrepha obliqua	GBDPT129-13	HM545103
605	Diptera	Anastrepha obliqua	GBDPT130-13	HM545102
606	Diptera	Anastrepha obliqua	GBDPT131-13	HM545101
607	Diptera	Anastrepha obliqua	GBDPT132-13	HM545100
608	Diptera	Anastrepha obliqua	GBDPT133-13	HM545099
609	Diptera	Anastrepha obliqua	GBDPT134-13	HM545098
610	Diptera	Anastrepha obliqua	GBDPT135-13	HM545097
611	Diptera	Anastrepha obliqua	GBDPT136-13	HM545096
612	Diptera	Anastrepha obliqua	GBDPT137-13	HM545095
613	Diptera	Anastrepha obliqua	GBDPT138-13	HM545094
614	Diptera	Anastrepha obliqua	GBDPT139-13	HM545093
615	Diptera	Anastrepha obliqua	GBDPT140-13	HM545092
616	Diptera	Anastrepha obliqua	GBDPT141-13	HM545091
617	Diptera	Anastrepha obliqua	GBDPT142-13	HM545090
618	Diptera	Anastrepha obliqua	GBDPT269-13	HQ677064
619	Diptera	Anastrepha obliqua	GBDPT270-13	HQ677063
620	Diptera	Anastrepha obliqua	GBDPT271-13	HQ677062
621	Diptera	Anastrepha obliqua	GBDPT272-13	HQ677061
622	Diptera	Anastrepha obliqua	GBDPT273-13	HQ677060
623	Diptera	Anastrepha obliqua	GBDPT274-13	HQ677059
624	Diptera	Anastrepha obliqua	GBMIN64178-17	KT594144
625	Diptera	Anastrepha obliqua	GBMIN64179-17	KT594122
626	Diptera	Anastrepha obliqua	GBMIN64180-17	KT594148
627	Diptera	Anastrepha obliqua	GBMIN64181-17	KT594117
628	Diptera	Anastrepha obliqua	GBMIN64199-17	KT594112
629	Diptera	Anastrepha obliqua	GBMIN64168-17	KY428302
630	Diptera	Anastrepha obliqua	GBMIN64169-17	KX869972
631	Diptera	Anastrepha obliqua	GBMIN64170-17	KX869970
632	Diptera	Anastrepha obliqua	GBMIN64171-17	KX869974
633	Diptera	Anastrepha obliqua	GBMIN64172-17	KX869971
634	Diptera	Anastrepha obliqua	GBMIN64173-17	KX869973
635	Diptera	Anastrepha obliqua	GBMIN64174-17	KT594124
636	Diptera	Anastrepha obliqua	GBMIN64175-17	KT594140
637	Diptera	Anastrepha obliqua	GBMIN64176-17	KT594118
638	Diptera	Anastrepha obliqua	GBMIN64177-17	KY428300
639	Diptera	Anastrepha obliqua	GBMIN64182-17	KT594129
640	Diptera	Anastrepha obliqua	GBMIN64183-17	KT594114
641	Diptera	Anastrepha obliqua	GBMIN64184-17	KT594126
642	Diptera	Anastrepha obliqua	GBMIN64185-17	KT594125
643	Diptera	Anastrepha obliqua	GBMIN64186-17	KT594147
644	Diptera	Anastrepha obliqua	GBMIN64187-17	KY428301
645	Diptera	Anastrepha obliqua	GBMIN64188-17	KT594119
646	Diptera	Anastrepha obliqua	GBMIN64189-17	KT594142
647	Diptera	Anastrepha obliqua	GBMIN64190-17	KT594116
648	Diptera	Anastrepha obliqua	GBMIN64191-17	KT594134
649	Diptera	Anastrepha obliqua	GBMIN64192-17	KT594139
650	Diptera	Anastrepha obliqua	GBMIN64193-17	KT594130
651	Diptera	Anastrepha obliqua	GBMIN64194-17	KT594138
652	Diptera	Anastrepha obliqua	GBMIN64195-17	KT594108
653	Diptera	Anastrepha obliqua	GBMIN64196-17	KT594132
654	Diptera	Anastrepha obliqua	GBMIN64197-17	KT594135
655	Diptera	Anastrepha obliqua	GBMIN64198-17	KT594110
656	Diptera	Anastrepha obliqua	GBMIN64200-17	KT594133
657	Diptera	Anastrepha obliqua	GBMIN64201-17	KT594146
658	Diptera	Anastrepha obliqua	GBMIN64202-17	KT594113
659	Diptera	Anastrepha obliqua	GBMIN64203-17	KT594131
660	Diptera	Anastrepha obliqua	GBMIN64204-17	KT594136
661	Diptera	Anastrepha obliqua	GBMIN64205-17	KT594109
662	Diptera	Anastrepha obliqua	GBMIN64206-17	KT594120
663	Diptera	Anastrepha obliqua	GBMIN64207-17	KT594106
664	Diptera	Anastrepha obliqua	GBMIN64208-17	KT594137
665	Diptera	Anastrepha obliqua	GBMNA21681-19	KP638428
666	Diptera	Anastrepha obliqua	GBMNA21682-19	KP638429
667	Diptera	Anastrepha obliqua	GBMNA21683-19	KP638425
668	Diptera	Anastrepha obliqua	GBMNA21684-19	KP638426
669	Diptera	Anastrepha obliqua	GBMNA21685-19	KP638427
670	Diptera	Anastrepha obliqua	GBMNA21686-19	KP638423
671	Diptera	Anastrepha obliqua	GBMNA21687-19	KP638424
672	Diptera	Anastrepha obliqua	GBMNB12703-20	KY996561
673	Diptera	Anastrepha obliqua	GBMNB12704-20	KY996562
674	Diptera	Anastrepha obliqua	GBMNB12705-20	KY996563
675	Diptera	Anastrepha obliqua	GBMNB12706-20	KY996564
676	Diptera	Anastrepha obliqua	GBMNB12707-20	KY996565
677	Diptera	Anastrepha obliqua	GBMNB12708-20	KY996566
678	Diptera	Anastrepha obliqua	GBMNB12709-20	KY996567
679	Diptera	Anastrepha obliqua	GBMNB12710-20	KY996568
680	Diptera	Anastrepha obliqua	GBMNB12711-20	KY996569
681	Diptera	Anastrepha obliqua	GBMNB12712-20	KY996570
682	Diptera	Anastrepha obliqua	GBMNB12713-20	KY996571
683	Diptera	Anastrepha obliqua	GBMNB12714-20	KY996572
684	Diptera	Anastrepha obliqua	GBMNB12715-20	KY996573
685	Diptera	Anastrepha obliqua	GBMNB12716-20	KY996574
686	Diptera	Anastrepha obliqua	GBMNB12717-20	KY996575
687	Diptera	Anastrepha obliqua	GBMNB12718-20	KY996576
688	Diptera	Anastrepha obliqua	GBMNB12719-20	KY996577
689	Diptera	Anastrepha obliqua	GBMNB12720-20	KY996578
690	Diptera	Anastrepha obliqua	GBMNB12721-20	KY996579
691	Diptera	Anastrepha obliqua	GBMNB12722-20	KY996580
692	Diptera	Anastrepha obliqua	GBMNB12723-20	KY996581
693	Diptera	Anastrepha obliqua	GBMNB12724-20	KY996582
694	Diptera	Anastrepha obliqua	GBMNB12725-20	KY996583
695	Diptera	Anastrepha obliqua	GBMNB12726-20	KY996584
696	Diptera	Anastrepha obliqua	GBMNB12727-20	KY996585
697	Diptera	Anastrepha obliqua	GBMNB12728-20	KY996586
698	Diptera	Anastrepha obliqua	GBMNB12729-20	KY996587
699	Diptera	Anastrepha obliqua	GBMNB12730-20	KY996588
700	Diptera	Anastrepha obliqua	GBMNB12731-20	KY996589
701	Diptera	Anastrepha obliqua	GBMNB12732-20	KY996590
702	Diptera	Anastrepha obliqua	GBMNB12733-20	KY996591
703	Diptera	Anastrepha obliqua	GBMNB12734-20	KY996592
704	Diptera	Anastrepha obliqua	GBMNB12735-20	KY996593
705	Diptera	Anastrepha obliqua	GBMNB12736-20	KY996594
706	Diptera	Anastrepha obliqua	GBMNB12737-20	KY996595
707	Diptera	Anastrepha obliqua	GBMNB12738-20	KY996596
708	Diptera	Anastrepha obliqua	GBMNB12739-20	KY996597
709	Diptera	Anastrepha obliqua	GBMNB12740-20	KY996598
710	Diptera	Anastrepha obliqua	GBMNB12741-20	KY996599
711	Diptera	Anastrepha obliqua	GBMNB12742-20	KY996600
712	Diptera	Anastrepha obliqua	GBMNB12743-20	KY996601
713	Diptera	Anastrepha obliqua	GBMNB12744-20	KY996602
714	Diptera	Anastrepha obliqua	GBMNB12745-20	KY996603
715	Diptera	Anastrepha obliqua	GBMNB12746-20	KY996604
716	Diptera	Anastrepha obliqua	GBMNB12747-20	KY996605
717	Diptera	Anastrepha obliqua	GBMNB12748-20	KY996606
718	Diptera	Anastrepha obliqua	GBMNB12749-20	KY996607
719	Diptera	Anastrepha obliqua	GBMNB12750-20	KY996608
720	Diptera	Anastrepha obliqua	GBMNB12751-20	KY996609
721	Diptera	Anastrepha obliqua	GBMNB12752-20	KY996610
722	Diptera	Anastrepha obliqua	GBMNB12753-20	KY996611
723	Diptera	Anastrepha obliqua	GBMNB12754-20	KY996612
724	Diptera	Anastrepha obliqua	GBMNB12755-20	KY996613
725	Diptera	Anastrepha obliqua	GBMNB12756-20	KY996614
726	Diptera	Anastrepha obliqua	GBMNB12757-20	KY996615
727	Diptera	Anastrepha obliqua	GBMNB12758-20	KY996616
728	Diptera	Anastrepha obliqua	GBMNB12759-20	KY996617
729	Diptera	Anastrepha obliqua	GBMNB12760-20	KY996618
730	Diptera	Anastrepha obliqua	GBMNB12761-20	KY996619
731	Diptera	Anastrepha obliqua	GBMNB12762-20	KY996620
732	Diptera	Anastrepha obliqua	GBMNB12763-20	KY996621
733	Diptera	Anastrepha obliqua	GBMNB12764-20	KY996622
734	Diptera	Anastrepha obliqua	GBMNB12765-20	KY996623
735	Diptera	Anastrepha obliqua	GBMNB12766-20	KY996624
736	Diptera	Anastrepha obliqua	GBMNB12767-20	KY996625
737	Diptera	Anastrepha obliqua	GBMNB12768-20	KY996626
738	Diptera	Anastrepha obliqua	GBMNB12769-20	KY996627
739	Diptera	Anastrepha obliqua	GBMNB12770-20	KY996628
740	Diptera	Anastrepha obliqua	GBMNB12771-20	KY996629
741	Diptera	Anastrepha obliqua	GBMNB12772-20	KY996630
742	Diptera	Anastrepha obliqua	GBMNB12773-20	KY996631
743	Diptera	Anastrepha obliqua	GBMNB12774-20	KY996632
744	Diptera	Anastrepha obliqua	GBMNB12775-20	KY996633
745	Diptera	Anastrepha obliqua	GBMNB12776-20	KY996634
746	Diptera	Anastrepha obliqua	GBMNB12777-20	KY996635
747	Diptera	Anastrepha obliqua	GBMNB12778-20	KY996636
748	Diptera	Anastrepha obliqua	GBMNB12779-20	KY996637
749	Diptera	Anastrepha obliqua	GBMNB12780-20	KY996638
750	Diptera	Anastrepha obliqua	GBMNB12781-20	KY996639
751	Diptera	Anastrepha obliqua	GBMNB12782-20	KY996640
752	Diptera	Anastrepha obliqua	GBMNB12783-20	KY996641
753	Diptera	Anastrepha obliqua	GBMNB12784-20	KY996642
754	Diptera	Anastrepha obliqua	GBMNB12785-20	KY996643
755	Diptera	Anastrepha obliqua	GBMNB12786-20	KY996644
756	Diptera	Anastrepha obliqua	GBMNB12787-20	KY996645
757	Diptera	Anastrepha obliqua	GBMNB12788-20	KY996646
758	Diptera	Anastrepha obliqua	GBMNB12789-20	KY996647
759	Diptera	Anastrepha obliqua	GBMNB12790-20	KY996648
760	Diptera	Anastrepha obliqua	GBMNB12791-20	KY996649
761	Diptera	Anastrepha obliqua	GBMNB12792-20	KY996650
762	Diptera	Anastrepha obliqua	GBMNB12793-20	KY996651
763	Diptera	Anastrepha obliqua	GBMNB12794-20	KY996652
764	Diptera	Anastrepha obliqua	GBMNB12795-20	KY996653
765	Diptera	Anastrepha obliqua	GBMNB12796-20	KY996654
766	Diptera	Anastrepha obliqua	GBMNB12797-20	KY996655
767	Diptera	Anastrepha obliqua	GBMNB12798-20	KY996656
768	Diptera	Anastrepha obliqua	GBMNB12799-20	KY996657
769	Diptera	Anastrepha obliqua	GBMNB12800-20	KY996658
770	Diptera	Anastrepha obliqua	GBMNB12801-20	KY996659
771	Diptera	Anastrepha obliqua	GBMNB12802-20	KY996660
772	Diptera	Anastrepha obliqua	GBMNB12803-20	KY996661
773	Diptera	Anastrepha obliqua	GBMNB12804-20	KY996662
774	Diptera	Anastrepha obliqua	GBMNB12805-20	KY996663
775	Diptera	Anastrepha obliqua	GBMNB12806-20	KY996664
776	Diptera	Anastrepha obliqua	GBMNB12807-20	KY996665
777	Diptera	Anastrepha obliqua	GBMNB12808-20	KY996666
778	Diptera	Anastrepha obliqua	GBMNB12809-20	KY996667
779	Diptera	Anastrepha obliqua	GBMNB12810-20	KY996668
780	Diptera	Anastrepha obliqua	GBMNB12811-20	KY996669
781	Diptera	Anastrepha obliqua	GBMNB12812-20	KY996670
782	Diptera	Anastrepha obliqua	GBMNB12813-20	KY996671
783	Diptera	Anastrepha obliqua	GBMNB12814-20	KY996672
784	Diptera	Anastrepha obliqua	GBMNB12815-20	KY996673
785	Diptera	Anastrepha obliqua	GBMNB12816-20	KY996674
786	Diptera	Anastrepha obliqua	GBMNB12817-20	KY996675
787	Diptera	Anastrepha obliqua	GBMNB12818-20	KY996676
788	Diptera	Anastrepha obliqua	GBMNB12819-20	KY996677
789	Diptera	Anastrepha obliqua	GBMNB12820-20	KY996678
790	Diptera	Anastrepha obliqua	GBMNB12821-20	KY996679
791	Diptera	Anastrepha obliqua	GBMNB12822-20	KY996680
792	Diptera	Anastrepha obliqua	GBMNB12823-20	KY996681
793	Diptera	Anastrepha obliqua	GBMNB12824-20	KY996682
794	Diptera	Anastrepha obliqua	GBMNB12825-20	KY996683
795	Diptera	Anastrepha obliqua	GBMNB12826-20	KY996684
796	Diptera	Anastrepha obliqua	GBMNB12827-20	KY996685
797	Diptera	Anastrepha obliqua	GBMNB12828-20	KY996686
798	Diptera	Anastrepha obliqua	GBMNB12829-20	KY996687
799	Diptera	Anastrepha obliqua	GBMNB12830-20	KY996688
800	Diptera	Anastrepha obliqua	GBMNB12831-20	KY996689
801	Diptera	Anastrepha obliqua	GBMNB12832-20	KY996690
802	Diptera	Anastrepha obliqua	GBMNB12833-20	KY996691
803	Diptera	Anastrepha obliqua	GBMNB12834-20	KY996692
804	Diptera	Anastrepha obliqua	GBMNB12835-20	KY996693
805	Diptera	Anastrepha obliqua	GBMNB12836-20	KY996694
806	Diptera	Anastrepha obliqua	GBMNB12837-20	KY996695
807	Diptera	Anastrepha obliqua	GBMNB12838-20	KY996696
808	Diptera	Anastrepha obliqua	GBMNB12839-20	KY996697
809	Diptera	Anastrepha obliqua	GBMNB12840-20	KY996698
810	Diptera	Anastrepha obliqua	GBMNB12841-20	KY996699
811	Diptera	Anastrepha obliqua	GBMNB12842-20	KY996700
812	Diptera	Anastrepha obliqua	GBMNB12843-20	KY996701
813	Diptera	Anastrepha obliqua	GBMNB12844-20	KY996702
814	Diptera	Anastrepha obliqua	GBMNB12845-20	KY996703
815	Diptera	Anastrepha obliqua	GBMNB12846-20	KY996704
816	Diptera	Anastrepha obliqua	GBMNB12847-20	KY996705
817	Diptera	Anastrepha obliqua	GBMNB12848-20	KY996706
818	Diptera	Anastrepha obliqua	GBMNB12849-20	KY996707
819	Diptera	Anastrepha obliqua	GBMNB12850-20	KY996708
820	Diptera	Anastrepha obliqua	GBMNB12851-20	KY996709
821	Diptera	Anastrepha obliqua	GBMNB12852-20	KY996710
822	Diptera	Anastrepha obliqua	GBMNB12853-20	KY996711
823	Diptera	Anastrepha obliqua	GBMNB12854-20	KY996712
824	Diptera	Anastrepha obliqua	GBMNB12855-20	KY996713
825	Diptera	Anastrepha obliqua	GBMNB13538-20	MH070235
826	Diptera	Anastrepha obliqua	GBMNB13539-20	MH070236
827	Diptera	Anastrepha obliqua	GBMNB13540-20	MH070237
828	Diptera	Anastrepha obliqua	GBMNB13541-20	MH070238
829	Diptera	Anastrepha obliqua	GBMNB13542-20	MH070239
830	Diptera	Anastrepha obliqua	GBMNB13543-20	MH070240
831	Diptera	Anastrepha obliqua	GBMNB13544-20	MH070241
832	Diptera	Anastrepha obliqua	GBMNB13545-20	MH070242
833	Diptera	Anastrepha obliqua	GBMNB13546-20	MH070243
834	Diptera	Anastrepha obliqua	GBMNB13547-20	MH070244
835	Diptera	Anastrepha obliqua	GBMNB13548-20	MH070245
836	Diptera	Anastrepha obliqua	GBMNE31213-21	MT654834
837	Diptera	Anastrepha obliqua	GBMNE31214-21	MT654835
838	Diptera	Anastrepha obliqua	GBMNE31215-21	MT654836
839	Diptera	Anastrepha obliqua	GBMNE31216-21	MT654837
840	Diptera	Anastrepha obliqua	GBMNE31217-21	MT654838
841	Diptera	Anastrepha obliqua	GBMNE31218-21	MT654839
842	Diptera	Anastrepha obliqua	GBMNE31219-21	MT654840
843	Diptera	Anastrepha obliqua	GBMNE31220-21	MT654841
844	Diptera	Anastrepha obliqua	GBMNE31221-21	MT654844
845	Diptera	Anastrepha obliqua	GBMNE31222-21	MT654845
846	Diptera	Anastrepha obliqua	GBMNE31223-21	MT654842
847	Diptera	Anastrepha obliqua	GBMNE31224-21	MT654843
848	Diptera	Anastrepha obliqua	GBMNE31225-21	MT654833
849	Diptera	Anastrepha obliqua	SENTO428-17	MN454447
850	Diptera	Anastrepha sororcula	GBDP2072-06	DQ116217
851	Diptera	Anastrepha sororcula	GBDP2073-06	DQ116218
852	Diptera	Anastrepha sororcula	GBDP2074-06	DQ116219
853	Diptera	Anastrepha sororcula	GBMIN64230-17	KY428314
854	Diptera	Anastrepha striata	ANAST060-08	MF838835
855	Diptera	Anastrepha striata	BCISP2280-15	NA
856	Diptera	Anastrepha striata	BCISP2281-15	NA
857	Diptera	Anastrepha striata	GBDP2076-06	DQ116221
858	Diptera	Anastrepha striata	GBDP2077-06	DQ116222
859	Diptera	Anastrepha striata	GBDP2078-06	DQ116223
860	Diptera	Anastrepha striata	GBDP2079-06	DQ116224
861	Diptera	Anastrepha striata	GBDP2080-06	DQ116225
862	Diptera	Anastrepha striata	GBDP2081-06	DQ116226
863	Diptera	Anastrepha striata	GBDP2082-06	DQ116227
864	Diptera	Anastrepha striata	GBDP2083-06	DQ116228
865	Diptera	Anastrepha striata	GBDP38107-19	KY428316
866	Diptera	Anastrepha striata	GBDPT255-13	HQ677078
867	Diptera	Anastrepha striata	GBDPT256-13	HQ677077
868	Diptera	Anastrepha striata	GBDPT257-13	HQ677076
869	Diptera	Anastrepha striata	GBDPT258-13	HQ677075
870	Diptera	Anastrepha striata	GBDPT259-13	HQ677074
