../../01_Consensus/results/Diptera/02_Species_Fastas/Aedes_brelandi.fasta:>gi|1318842612|gb|MG242473.1| Ochlerotatus brelandi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354032|gb|KU146800.1| Enantia mazai mazai voucher MAL-05495 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354030|gb|KU146799.1| Enantia mazai mazai voucher JET-57 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354028|gb|KU146798.1| Enantia mazai mazai voucher MAL-05496 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354026|gb|KU146797.1| Enantia mazai mazai voucher JET-30 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354024|gb|KU146796.1| Enantia mazai mazai voucher JET-55 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354022|gb|KU146795.1| Enantia mazai mazai voucher MAL-05568 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354020|gb|KU146794.1| Enantia mazai mazai voucher JET-33 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354018|gb|KU146793.1| Enantia mazai mazai voucher JET-50 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354016|gb|KU146792.1| Enantia mazai mazai voucher MAL-05548 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354014|gb|KU146791.1| Enantia mazai mazai voucher JET-90 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354012|gb|KU146790.1| Enantia mazai mazai voucher JET-60 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354010|gb|KU146789.1| Enantia mazai mazai voucher MAL-05522 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354008|gb|KU146788.1| Enantia mazai mazai voucher MAL-05550 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354006|gb|KU146787.1| Enantia mazai mazai voucher JET-42 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354004|gb|KU146786.1| Enantia mazai mazai voucher MAL-05556 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354002|gb|KU146785.1| Enantia mazai diazi voucher MAL-05680 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084354000|gb|KU146784.1| Enantia mazai diazi voucher MAL-05681 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353998|gb|KU146783.1| Enantia mazai diazi voucher MAL-05682 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353996|gb|KU146782.1| Enantia mazai diazi voucher MAL-05674 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353994|gb|KU146781.1| Enantia mazai diazi voucher MAL-05679 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353992|gb|KU146780.1| Enantia mazai diazi voucher MAL-05678 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353990|gb|KU146779.1| Enantia mazai diazi voucher MAL-05673 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353988|gb|KU146778.1| Enantia mazai diazi voucher MAL-05684 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353986|gb|KU146777.1| Enantia mazai diazi voucher MAL-05677 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353984|gb|KU146776.1| Enantia mazai diazi voucher MAL-05676 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Enantia_mazai.fasta:>gi|1084353982|gb|KU146775.1| Enantia mazai diazi voucher MAL-05685 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Hyles_tithymali.fasta:>gi|347980373|gb|JN678067.1| Hyles tithymali voucher BC-Hax2583 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Hyles_tithymali.fasta:>gi|1044889073|gb|KX045404.1| Hyles tithymali cretica voucher BC-EMEM1387 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Hyles_tithymali.fasta:>gi|347980343|gb|JN678052.1| Hyles tithymali cretica voucher BC-Hax2609 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657635926|gb|KJ469059.1| Junonia zonalis isolate LCB157 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657635928|gb|KJ469060.1| Junonia zonalis isolate LCB158 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657635930|gb|KJ469061.1| Junonia zonalis isolate LCB159 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657635932|gb|KJ469062.1| Junonia zonalis isolate LCB160 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657635934|gb|KJ469063.1| Junonia zonalis isolate LCB161 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657635936|gb|KJ469064.1| Junonia zonalis isolate LCB162 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657635938|gb|KJ469065.1| Junonia zonalis isolate LCB163 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657636042|gb|KJ469117.1| Junonia zonalis isolate LCB029 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657636044|gb|KJ469118.1| Junonia zonalis isolate LCB031 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Junonia_zonalis.fasta:>gi|657636046|gb|KJ469119.1| Junonia zonalis isolate LCB032 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Philodila_astyanor.fasta:>gi|1070696493|gb|KX054362.1| Philodila astyanor voucher sc_05050 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Philodila_astyanor.fasta:>gi|1070696491|gb|KX054361.1| Philodila astyanor voucher sc_04523 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Philodila_astyanor.fasta:>gi|1070696489|gb|KX054360.1| Philodila astyanor voucher sc_05822 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Philodila_astyanor.fasta:>gi|347980969|gb|JN678365.1| Philodila astyanor voucher BC-Hax1345 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Philodila_astyanor.fasta:>gi|403488549|gb|JX438288.1| Philodila astyanor voucher BC-Hax1344 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Philodila_astyanor.fasta:>gi|403488545|gb|JX438286.1| Philodila astyanor voucher BC-Hax1342 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Philodila_astyanor.fasta:>gi|403488539|gb|JX438283.1| Philodila astyanor voucher BC-Hax1343 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Pieris_macdunnoughii.fasta:>gi|76008997|gb|DQ148930.1| Pieris macdunnoughi voucher PMD1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Lepidoptera/02_Species_Fastas/Pieris_macdunnoughii.fasta:>gi|321129496|gb|HQ978017.1| Pieris macdunnoughi voucher TAMUICEGR-0878 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501706|gb|AY234799.1| Gryllus texensis isolate 10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501708|gb|AY234800.1| Gryllus texensis isolate 11 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501710|gb|AY234801.1| Gryllus texensis isolate 13 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501712|gb|AY234802.1| Gryllus texensis isolate 18 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501714|gb|AY234803.1| Gryllus texensis isolate 19 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501716|gb|AY234804.1| Gryllus texensis isolate 1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501718|gb|AY234805.1| Gryllus texensis isolate 20 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501720|gb|AY234806.1| Gryllus texensis isolate 4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501722|gb|AY234807.1| Gryllus texensis isolate 5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Gryllus_texensis.fasta:>gi|29501724|gb|AY234808.1| Gryllus texensis isolate 7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1896069546|gb|MT011507.1| Hemideina thoracica isolate INSerlTBDRAAPEI-34 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039306|gb|MF000021.1| Hemideina thoracica isolate WT93 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039304|gb|MF000020.1| Hemideina thoracica isolate WT91 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039302|gb|MF000019.1| Hemideina thoracica isolate WT90 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039300|gb|MF000018.1| Hemideina thoracica isolate WT64 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039298|gb|MF000017.1| Hemideina thoracica isolate WT63 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039296|gb|MF000016.1| Hemideina thoracica isolate WT62 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039294|gb|MF000015.1| Hemideina thoracica isolate WT61 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039292|gb|MF000014.1| Hemideina thoracica isolate WT59 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039290|gb|MF000013.1| Hemideina thoracica isolate WT42 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039288|gb|MF000012.1| Hemideina thoracica isolate WT41 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039286|gb|MF000011.1| Hemideina thoracica isolate WT39 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039284|gb|MF000010.1| Hemideina thoracica isolate WT37 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039282|gb|MF000009.1| Hemideina thoracica isolate WT21 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039280|gb|MF000008.1| Hemideina thoracica isolate WT23 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039278|gb|MF000007.1| Hemideina thoracica isolate WT16 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039276|gb|MF000006.1| Hemideina thoracica isolate WT12 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039274|gb|MF000005.1| Hemideina thoracica isolate WT38 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_thoracica.fasta:>gi|1377039244|gb|KY999989.1| Hemideina thoracica isolate WT1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_trewicki.fasta:>gi|1377039272|gb|MF000004.1| Hemideina trewicki isolate WT101 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_trewicki.fasta:>gi|1377039270|gb|MF000003.1| Hemideina trewicki isolate WT102 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_trewicki.fasta:>gi|1377039268|gb|MF000002.1| Hemideina trewicki isolate WT76 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_trewicki.fasta:>gi|1377039266|gb|MF000001.1| Hemideina trewicki isolate WT100 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_trewicki.fasta:>gi|1377039264|gb|KY999999.1| Hemideina trewicki isolate WT99 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Hemideina_trewicki.fasta:>gi|20749988|gb|AY042342.1| Hemideina trewicki RAU545 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial gene for mitochondrial product
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612330|gb|JN409805.1| Phaulacridium marginale isolate PHburk.4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612328|gb|JN409804.1| Phaulacridium marginale isolate PHco3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612326|gb|JN409803.1| Phaulacridium marginale isolate PHco2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612324|gb|JN409802.1| Phaulacridium marginale isolate PHwell cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612322|gb|JN409801.1| Phaulacridium marginale isolate PM26 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612320|gb|JN409800.1| Phaulacridium marginale isolate PM16 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612318|gb|JN409799.1| Phaulacridium marginale isolate PM13 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612316|gb|JN409798.1| Phaulacridium marginale isolate PM10 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612314|gb|JN409797.1| Phaulacridium marginale isolate PM7 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612312|gb|JN409796.1| Phaulacridium marginale isolate PM6 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612310|gb|JN409795.1| Phaulacridium marginale isolate PM5 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612308|gb|JN409794.1| Phaulacridium marginale isolate PM4 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612306|gb|JN409793.1| Phaulacridium marginale isolate PM3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612304|gb|JN409792.1| Phaulacridium marginale isolate PM2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612302|gb|JN409791.1| Phaulacridium marginale isolate PM1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612300|gb|JN409790.1| Phaulacridium marginale isolate PH71.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612298|gb|JN409789.1| Phaulacridium marginale isolate PH71.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612296|gb|JN409788.1| Phaulacridium marginale isolate PH71.3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612294|gb|JN409787.1| Phaulacridium marginale isolate PH57.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612292|gb|JN409786.1| Phaulacridium marginale isolate PH55.3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612290|gb|JN409785.1| Phaulacridium marginale isolate PH55.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612288|gb|JN409784.1| Phaulacridium marginale isolate PH54.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612286|gb|JN409783.1| Phaulacridium marginale isolate Ph52 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612284|gb|JN409782.1| Phaulacridium marginale isolate PH50.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612282|gb|JN409781.1| Phaulacridium marginale isolate PH39.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612280|gb|JN409780.1| Phaulacridium marginale isolate PH38 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612278|gb|JN409779.1| Phaulacridium marginale isolate PH37 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612276|gb|JN409778.1| Phaulacridium marginale isolate PH36 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612274|gb|JN409777.1| Phaulacridium marginale isolate PH35.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612272|gb|JN409776.1| Phaulacridium marginale isolate PH32.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612270|gb|JN409775.1| Phaulacridium marginale isolate PH31.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612268|gb|JN409774.1| Phaulacridium marginale isolate PH49 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612266|gb|JN409773.1| Phaulacridium marginale isolate PH30.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612264|gb|JN409772.1| Phaulacridium marginale isolate Ph29.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612262|gb|JN409771.1| Phaulacridium marginale isolate PH29.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612260|gb|JN409770.1| Phaulacridium marginale isolate PH28.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612258|gb|JN409769.1| Phaulacridium marginale isolate PH27.3 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612256|gb|JN409768.1| Phaulacridium marginale isolate PH27.2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
../../01_Consensus/results/Orthoptera/02_Species_Fastas/Phaulacridium_marginale.fasta:>gi|388612254|gb|JN409767.1| Phaulacridium marginale isolate PH27.1 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial
